pmid,journal,doi,issn,publisher
16522850,J Biomol Tech,,1524-0215,Association of Biomolecular Resource Facilities
11040997,Bioorg Khim,,0132-3423,Akademizdatcenter Nauka
17991494,Neuropharmacology,10.1016/j.neuropharm.2007.09.013,0028-3908,Elsevier BV
35249873,Nan Fang Yi Ke Da Xue Xue Bao,10.12122/j.issn.1673-4254.2022.01.09,1673-4254,
12733393,Presse Med,,0755-4982,Elsevier BV
34650771,Am J Transl Res,,1943-8141,e-Century Publishing Corporation
12750274,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
22074159,J Proteome Res,10.1021/pr200900s,1535-3907,American Chemical Society (ACS)
17137023,Arch Ital Urol Androl,,1124-3562,PAGEPress Publications
36197773,Ann Clin Lab Sci,,1550-8080,
16883540,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,,1003-9406,
34738753,Rev Med Liege,,0370-629X,
17205042,J Microbiol,,1225-8873,Springer Science and Business Media LLC
27255043,Zhongguo Ying Yong Sheng Li Xue Za Zhi,,1000-6834,Editorial Office of Chinese Journal of Applied Physiology
15193226,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
36872049,Zhongguo Fei Ai Za Zhi,10.3779/j.issn.1009-3419.2023.106.04,1999-6187,
15659664,J Bacteriol,10.1128/JB.187.3.862-871.2005,0021-9193,American Society for Microbiology
35614049,Nat Commun,10.1038/s41467-022-30565-4,2041-1723,Springer Science and Business Media LLC
23640618,Saudi J Kidney Dis Transpl,10.4103/1319-2442.111014,1319-2442,Medknow
33184242,J Biosci,,0973-7138,Springer Science and Business Media LLC
11354309,Anticancer Drug Des,,0266-9536,
12841068,MLO Med Lab Obs,,0580-7247,
20676042,Cell Cycle,,1551-4005,Informa UK Limited
32829623,Zhonghua Shao Shang Za Zhi,10.3760/cma.j.cn501120-20190702-00291,1009-2587,
22016385,J Biol Chem,10.1074/jbc.M111.310920,1083-351X,Elsevier BV
29897600,Nucleic Acids Res,10.1093/nar/gky199,1362-4962,Oxford University Press (OUP)
17523478,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
30702818,Bing Du Xue Bao,,1000-8721,
15634454,Zhonghua Bing Li Xue Za Zhi,,0529-5807,
12165799,Int J Mol Med,,1107-3756,Spandidos Publications
12513716,Zhongguo Shi Yan Xue Ye Xue Za Zhi,,1009-2137,
15144120,Clin Exp Rheumatol,,0392-856X,Clinical and Experimental Rheumatology
22516881,Altern Ther Health Med,,1078-6791,
10758641,Zh Nevrol Psikhiatr Im S S Korsakova,,1997-7298,Media Sphere Publishing Group
18279608,Ai Zheng,,,
10706863,Blood,,0006-4971,American Society of Hematology
26441204,Folia Biol (Praha),,0015-5500,"Charles University in Prague, Karolinum Press"
12449703,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
28847065,Zhonghua Liu Xing Bing Xue Za Zhi,10.3760/cma.j.issn.0254-6450.2017.08.023,0254-6450,
30334402,J Biol Regul Homeost Agents,,0393-974X,
17087247,Klin Lab Diagn,,0869-2084,EKOlab
12228239,J Biol Chem,10.1074/jbc.M209123200,0021-9258,Elsevier BV
10648402,Blood,,0006-4971,American Society of Hematology
11203203,Eur Cytokine Netw,,1148-5493,John Libbey Eurotext
24648726,Int J Nanomedicine,10.2147/IJN.S56298,1178-2013,Informa UK Limited
15486189,Mol Cancer Ther,,1535-7163,American Association for Cancer Research (AACR)
10969793,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
32486536,Zhonghua Bing Li Xue Za Zhi,10.3760/cma.j.cn112151-20200224-00130,0529-5807,
14569940,Vopr Onkol,,0507-3758,Autonomous non-profit scientific and medical organization - Questions of Oncology
12390692,Di Yi Jun Yi Da Xue Xue Bao,,1000-2588,
14574748,Ukr Biokhim Zh (1999),,,
11383511,J Biol Chem,,0021-9258,Elsevier BV
14571716,Hepatogastroenterology,,0172-6390,Update Medical Publishing
15636051,Int J Artif Organs,,0391-3988,SAGE Publications
12152651,Thromb Haemost,,0340-6245,Georg Thieme Verlag KG
16206674,Zhonghua Nei Ke Za Zhi,,0578-1426,
18590197,Zhongguo Zhong Yao Za Zhi,,1001-5302,China Journal of Chinese Materia Medica
11599434,Ukr Biokhim Zh (1999),,,
11605538,Mol Biol (Mosk),,0026-8984,Akademizdatcenter Nauka
35764571,Zhonghua Nei Ke Za Zhi,10.3760/cma.j.cn112138-20210930-00669,0578-1426,
17786324,Int J Oncol,,1019-6439,Spandidos Publications
31102360,Zhejiang Da Xue Xue Bao Yi Xue Ban,10.3785/j.issn.1008-9292.2019.02.11,1008-9292,China Science Publishing & Media Ltd.
32385222,J Biosci,,0973-7138,Springer Science and Business Media LLC
24640095,Klin Lab Diagn,,0869-2084,EKOlab
17573662,Genet Mol Res,,1676-5680,Genetics and Molecular Research
11077679,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
16808348,Biofizika,,0006-3029,Pleiades Publishing Ltd
32214786,Mol Vis,,1090-0535,
11077676,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
11169748,J Cell Biochem,,0730-2312,Wiley
17503378,Genome Inform,,0919-9454,
24297885,Proc Natl Acad Sci U S A,10.1073/pnas.1318065110,1091-6490,Proceedings of the National Academy of Sciences
25998435,Yi Chuan,10.16288/j.yczz.15-060,0253-9772,China Science Publishing & Media Ltd.
11436703,Medicina (B Aires),,0025-7680,
35485158,Zhongguo Gu Shang,10.12200/j.issn.1003-0034.2022.04.016,1003-0034,
22209830,Oncol Rep,10.3892/or.2011.1615,1791-2431,Spandidos Publications
30695452,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
12056632,Folia Histochem Cytobiol,,0239-8508,VM Media SP. zo.o VM Group SK
12161339,Front Biosci,10.2741/A763,1093-9946,IMR Press
31133093,Wei Sheng Yan Jiu,,1000-8020,
15958305,Di Yi Jun Yi Da Xue Xue Bao,,1000-2588,
11569175,Vestn Oftalmol,,0042-465X,Media Sphere Publishing Group
15274293,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
18390426,Ann Biol Clin (Paris),10.1684/abc.2008.0216,0003-3898,John Libbey Eurotext
10979578,Ukr Biokhim Zh (1999),,,
15547698,Int J Oncol,,1019-6439,Spandidos Publications
20665448,Pneumonol Alergol Pol,,0867-7077,MDPI AG
11734579,J Lipid Res,,0022-2275,Elsevier BV
11358824,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
25286505,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
11116524,Indian J Exp Biol,,0019-5189,CSIR-National Institute of Science Communication and Policy Research (NIScPR)
17236161,Int Microbiol,,1139-6709,Springer Science and Business Media LLC
26604661,Mol Vis,,1090-0535,
12359760,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
30698933,Radiats Biol Radioecol,,0869-8031,Akademizdatcenter Nauka
18396798,In Vivo,,0258-851X,Anticancer Research USA Inc.
11811616,Indian J Biochem Biophys,,0301-1208,CSIR-National Institute of Science Communication and Policy Research (NIScPR)
15292186,J Biol Chem,10.1074/jbc.M407096200,0021-9258,Elsevier BV
19946349,Iran Biomed J,,1028-852X,CMV Verlag
15067355,Int J Oncol,,1019-6439,Spandidos Publications
23458008,Gig Sanit,,0016-9900,Federal Scientific Center for Hygiene F.F.Erisman
19941273,G Ital Nefrol,,0393-5590,
23763479,Biochemistry,10.1021/bi400344b,1520-4995,American Chemical Society (ACS)
15559819,J Environ Sci (China),,1001-0742,Elsevier BV
10673502,Genes Dev,,0890-9369,Cold Spring Harbor Laboratory
17531151,Cell Mol Biol (Noisy-le-grand),,1165-158X,CMB Association
20586319,Biofizika,,0006-3029,Pleiades Publishing Ltd
11783106,Zhonghua Zhong Liu Za Zhi,,0253-3766,
20432932,Sheng Wu Gong Cheng Xue Bao,,1000-3061,
16219579,Haematologica,,1592-8721,Ferrata Storti Foundation (Haematologica)
10845584,Invest Ophthalmol Vis Sci,,0146-0404,Association for Research in Vision and Ophthalmology (ARVO)
12177179,J Lipid Res,,0022-2275,Elsevier BV
15663228,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,,1000-503X,
25296445,Int Microbiol,10.2436/20.1501.01.206,1139-6709,Springer Science and Business Media LLC
33991444,Physiol Rep,10.14814/phy2.14842,2051-817X,Wiley
21138678,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
22057311,Hamostaseologie,,0720-9355,Georg Thieme Verlag KG
11708325,Exp Mol Med,,1226-3613,Springer Science and Business Media LLC
31418349,Zhongguo Shi Yan Xue Ye Xue Za Zhi,10.19746/j.cnki.issn.1009-2137.2019.04.003,1009-2137,
25607400,Rom J Morphol Embryol,,2066-8279,Societatea Romana de Morfologie
22263463,Ying Yong Sheng Tai Xue Bao,,1001-9332,
11768218,Genome,,0831-2796,Canadian Science Publishing
15523899,In Vivo,,0258-851X,Anticancer Research USA Inc.
33740855,Vnitr Lek,,0042-773X,Solen s.r.o.
17550354,J Anim Breed Genet,10.1111/j.1439-0388.2007.00645.x,0931-2668,Wiley
19781192,Zhonghua Bing Li Xue Za Zhi,,0529-5807,
26146085,Cell Rep,10.1016/j.celrep.2015.06.018,2211-1247,Elsevier BV
12391746,Prikl Biokhim Mikrobiol,,0555-1099,Akademizdatcenter Nauka
12499787,Taehan Kan Hakhoe Chi,,1226-0479,
12803119,Haematologia (Budap),,0017-6559,Brill
12529982,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
12036943,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
16986359,Osaka City Med J,,0030-6096,
18549620,Zhongguo Shi Yan Xue Ye Xue Za Zhi,,1009-2137,
12578313,New Microbiol,,1121-7138,
24780562,Neurosci Lett,10.1016/j.neulet.2014.04.024,1872-7972,
17204697,J Nucl Med,,0161-5505,Society of Nuclear Medicine
17944320,Pharmazie,,0031-7144,
15628588,Zh Nevrol Psikhiatr Im S S Korsakova,,1997-7298,Media Sphere Publishing Group
11812320,Zhonghua Kou Qiang Yi Xue Za Zhi,,1002-0098,
26571656,Ying Yong Sheng Tai Xue Bao,,1001-9332,
29149785,Iran J Allergy Asthma Immunol,,1735-1502,Knowledge E
27127109,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
16206761,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,,1002-1892,
15375544,Int J Oncol,,1019-6439,Spandidos Publications
19725564,Mol Pharm,10.1021/mp900150g,1543-8392,American Chemical Society (ACS)
11521743,Physiol Res,,0862-8408,Institute of Physiology of the Czech Academy of Sciences
17708263,Hepatogastroenterology,,0172-6390,Update Medical Publishing
26976509,Exp Cell Res,10.1016/j.yexcr.2016.03.011,1090-2422,
28736133,Neuroscience,10.1016/j.neuroscience.2017.07.014,1873-7544,
21615997,Zhonghua Bing Li Xue Za Zhi,,0529-5807,
33163285,Am J Cancer Res,,2156-6976,e-Century Publishing Corporation
37875366,Zhong Nan Da Xue Xue Bao Yi Xue Ban,10.11817/j.issn.1672-7347.2023.230064,1672-7347,
16964828,Antivir Ther,,1359-6535,SAGE Publications
17523425,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
19528508,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
14658589,Eur J Gynaecol Oncol,,0392-2936,MRE Press
20533263,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,10.3760/cma.j.issn.1003-9406.2010.0.007,1003-9406,
15555435,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
21646859,J Endocrinol Invest,10.3275/7767,1720-8386,Springer Science and Business Media LLC
28375828,Clin Exp Rheumatol,,0392-856X,Clinical and Experimental Rheumatology
11204589,Thromb Haemost,,0340-6245,Georg Thieme Verlag KG
36188729,Int J Biochem Mol Biol,,2152-4114,e-Century Publishing Corporation
12467228,Mol Cancer Ther,,1535-7163,American Association for Cancer Research (AACR)
25951639,Zhongguo Zhong Xi Yi Jie He Za Zhi,,1003-5370,
30622137,J Biol Chem,10.1074/jbc.RA118.004984,1083-351X,Elsevier BV
15265384,Chin Med J (Engl),,0366-6999,Ovid Technologies (Wolters Kluwer Health)
37248591,Sichuan Da Xue Xue Bao Yi Xue Ban,10.12182/20230560203,1672-173X,
33263521,Blood Transfus,10.2450/2020.0179-20,2385-2070,
35717565,Cell J,10.22074/cellj.2022.7763,2228-5806,
19000440,Ai Zheng,,,
26564516,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,10.3881/j.issn.1000-503X.2015.05.020,1000-503X,
12848937,Neuron,10.1016/s0896-6273(03)00390-8,0896-6273,Elsevier BV
31860851,Wiad Lek,,0043-5147,ALUNA
15236479,J Zhejiang Univ Sci,10.1007/BF02947602,1009-3095,Zhejiang University Press
22185004,Gig Sanit,,0016-9900,Federal Scientific Center for Hygiene F.F.Erisman
14664159,Mol Gen Mikrobiol Virusol,,0208-0613,Media Sphere Publishing Group
17225872,Mol Med,10.2119/2006–00026.Baroni,1076-1551,Springer Science and Business Media LLC
12140899,Tsitol Genet,,0564-3783,
24084328,Nephrol Dial Transplant,10.1093/ndt/gft298,1460-2385,Oxford University Press (OUP)
26191218,Int J Clin Exp Pathol,,1936-2625,e-Century Publishing Corporation
19425149,Genome Inform,,0919-9454,
12085630,Biomed Sci Instrum,,0067-8856,
32096175,Eur Rev Med Pharmacol Sci,10.26355/eurrev_202002_20155,2284-0729,
11457735,Cell Growth Differ,,1044-9523,
26394473,Biofizika,,0006-3029,Pleiades Publishing Ltd
11732159,Folia Biol (Krakow),,0015-5497,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences"
12611235,Rev Med Chil,,0034-9887,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID)
17970081,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
16596266,Int J Mol Med,,1107-3756,Spandidos Publications
23805044,Mol Vis,,1090-0535,
16402019,Mol Vis,,1090-0535,
17825155,Zhonghua Yi Xue Za Zhi,,0376-2491,
18288374,Int J Mol Med,,1107-3756,Spandidos Publications
11431373,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
21812294,Ying Yong Sheng Tai Xue Bao,,1001-9332,
29891743,Iran J Kidney Dis,,1735-8604,CMV Verlag
26900328,Mol Vis,,1090-0535,
18677379,Beijing Da Xue Xue Bao Yi Xue Ban,,1671-167X,
23682387,Hepatogastroenterology,,0172-6390,Update Medical Publishing
16621829,J Bacteriol,10.1128/JB.188.9.3345-3356.2006,0021-9193,American Society for Microbiology
11816714,Thromb Haemost,,0340-6245,Georg Thieme Verlag KG
21653853,J Neurosci,10.1523/JNEUROSCI.5317-10.2011,1529-2401,Society for Neuroscience
17209382,Ying Yong Sheng Tai Xue Bao,,1001-9332,
11058440,J Reprod Fertil,,0022-4251,Bioscientifica
27028374,FEBS J,10.1111/febs.13724,1742-4658,Wiley
12624636,Thromb Haemost,,0340-6245,Georg Thieme Verlag KG
15949417,Zhonghua Zhong Liu Za Zhi,,0253-3766,
29741309,Ying Yong Sheng Tai Xue Bao,10.13287/j.1001-9332.201704.025,1001-9332,
16261764,Zygote,,0967-1994,Cambridge University Press (CUP)
24014183,PLoS One,10.1371/journal.pone.0071512,1932-6203,Public Library of Science (PLoS)
12837208,Zhonghua Gan Zang Bing Za Zhi,,1007-3418,
17037387,Kekkaku,,0022-9776,
17966218,Eur J Gynaecol Oncol,,0392-2936,MRE Press
16699525,Nat Immunol,10.1038/ni1347,1529-2908,Springer Science and Business Media LLC
12772321,Zhonghua Er Bi Yan Hou Ke Za Zhi,,0412-3948,
18507020,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
16379293,Guang Pu Xue Yu Guang Pu Fen Xi,,1000-0593,
17072062,J Physiol Pharmacol,,1899-1505,
26924499,Nucl Med Biol,10.1016/j.nucmedbio.2015.12.001,1872-9614,
16042866,Chin J Traumatol,,1008-1275,Elsevier BV
23895847,Nan Fang Yi Ke Da Xue Xue Bao,,1673-4254,
20182557,Mol Vis,,1090-0535,
10866309,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
11454911,J Pharmacol Exp Ther,,0022-3565,American Society for Pharmacology & Experimental Therapeutics (ASPET)
20487630,J Biol Regul Homeost Agents,,0393-974X,
12566317,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
19784929,Int Microbiol,,1618-1905,Springer Science and Business Media LLC
15713669,J Biol Chem,10.1074/jbc.M414253200,0021-9258,Elsevier BV
20942122,Nihon Rinsho,,0047-1852,
14633719,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
11173978,J Biomed Sci,10.1007/BF02255973,1021-7770,Springer Science and Business Media LLC
11731421,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
16273259,Oncol Rep,,1021-335X,Spandidos Publications
31696483,Eur Rev Med Pharmacol Sci,10.26355/eurrev_201910_19294,2284-0729,
17372568,Q J Nucl Med Mol Imaging,,1824-4785,Edizioni Minerva Medica
23962128,Am J Respir Cell Mol Biol,10.1165/rcmb.2013-0085OC,1535-4989,American Thoracic Society
32801450,Can J Vet Res,,1928-9022,
27466485,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
10642536,Biochem J,,0264-6021,Portland Press Ltd.
12194825,Curr Biol,10.1016/s0960-9822(02)01075-8,0960-9822,Elsevier BV
18655368,Pol J Pathol,,1233-9687,Termedia Sp. z.o.o.
31957847,Eur Rev Med Pharmacol Sci,10.26355/eurrev_202001_19931,2284-0729,
19955409,Proc Natl Acad Sci U S A,10.1073/pnas.0912008106,1091-6490,Proceedings of the National Academy of Sciences
16266902,Haematologica,,1592-8721,Ferrata Storti Foundation (Haematologica)
14694645,Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi,,1001-9391,
15809767,Oncol Rep,,1021-335X,Spandidos Publications
15747863,Vopr Virusol,,0507-4088,Central Research Institute for Epidemiology
15690691,Pol Merkur Lekarski,,1426-9686,ALUNA
18971187,Nan Fang Yi Ke Da Xue Xue Bao,,1673-4254,
19694183,Pharmazie,,0031-7144,
10706887,Blood,,0006-4971,American Society of Hematology
16011250,Shi Yan Sheng Wu Xue Bao,,0001-5334,
11956649,Int J Mol Med,,1107-3756,Spandidos Publications
17626762,Ai Zheng,,,
19642270,Comput Syst Bioinformatics Conf,,1752-7791,
24922656,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
11355705,Mol Cells,,1016-8478,Elsevier BV
10996850,J Cell Biochem,,0730-2312,Wiley
25327651,Zhonghua Zhong Liu Za Zhi,,0253-3766,
23739182,Clin Exp Rheumatol,,0392-856X,Clinical and Experimental Rheumatology
35187630,Histol Histopathol,10.14670/HH-18-440,1699-5848,
21813459,Nucleic Acids Res,10.1093/nar/gkr597,1362-4962,Oxford University Press (OUP)
28480858,Georgian Med News,,1512-0112,
37052042,Cell Physiol Biochem,10.33594/000000618,1421-9778,S. Karger AG
17252804,J Nanosci Nanotechnol,,1533-4880,American Scientific Publishers
19449534,Se Pu,,1000-8713,China Science Publishing & Media Ltd.
30207316,J Biosci,,0973-7138,Springer Science and Business Media LLC
21055061,Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi,,1673-0860,
11156228,Clin Cancer Res,,1078-0432,American Association for Cancer Research (AACR)
11060347,J Lipid Res,,0022-2275,Elsevier BV
11212237,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
15151767,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
11865575,Pol Arch Med Wewn,,,
15889014,Mol Vis,,1090-0535,
21434424,Genetika,,0016-6758,Akademizdatcenter Nauka
11335953,Mol Reprod Dev,10.1002/mrd.1013,1040-452X,Wiley
14640394,Antivir Ther,,1359-6535,SAGE Publications
21634123,Mol Biol (Mosk),,0026-8984,Akademizdatcenter Nauka
11911288,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
11936880,Cell Mol Biol (Noisy-le-grand),,0145-5680,CMB Association
12488503,J Leukoc Biol,,0741-5400,Oxford University Press (OUP)
15523888,In Vivo,,0258-851X,Anticancer Research USA Inc.
34650684,Am J Transl Res,,1943-8141,e-Century Publishing Corporation
18320076,Acta Biochim Pol,,0001-527X,Frontiers Media SA
33336726,Eur Rev Med Pharmacol Sci,10.26355/eurrev_202012_23997,2284-0729,
19923081,Nan Fang Yi Ke Da Xue Xue Bao,,1673-4254,
37782646,Adv Gerontol,,1561-9125,Saint Petersburg Institute of Bioregulation and Gerontology
12174895,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
14583486,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
10713991,Proteins,,0887-3585,Wiley
15648785,Ann Clin Lab Sci,,0091-7370,
22919732,Yao Xue Xue Bao,,0513-4870,
25210934,Acta Biochim Pol,,1734-154X,Frontiers Media SA
11558314,Vopr Med Khim,,0042-8809,
16438375,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
11023841,Biochem J,,0264-6021,Portland Press Ltd.
15285626,Mol Biol (Mosk),,0026-8984,Akademizdatcenter Nauka
34076991,J BUON,,2241-6293,
20029648,Mol Vis,,1090-0535,
15629081,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
21604429,Zh Evol Biokhim Fiziol,,0044-4529,The Russian Academy of Sciences
10919673,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
21711399,Plant J,10.1111/j.1365-313X.2011.04692.x,1365-313X,Wiley
11344904,Hokkaido Igaku Zasshi,,0367-6102,
10762162,Ann Neurol,,0364-5134,Wiley
12815957,Mol Biol (Mosk),,0026-8984,Akademizdatcenter Nauka
15836819,Zhongguo Wei Zhong Bing Ji Jiu Yi Xue,,1003-0603,
25031747,Int J Clin Exp Pathol,,1936-2625,e-Century Publishing Corporation
15065767,J Biol Regul Homeost Agents,,0393-974X,
16029573,Zhonghua Yi Xue Za Zhi,,0376-2491,
18540208,Pol J Vet Sci,,1505-1773,Polish Academy of Sciences Chancellery
34481426,Iran Biomed J,10.52547/ibj.25.5.349,2008-823X,CMV Verlag
23794785,Acta Med Biol (Niigata),,0567-7734,
16252694,Yi Chuan Xue Bao,,0379-4172,Elsevier BV
31180055,J Biosci,,0973-7138,Springer Science and Business Media LLC
12068582,Prikl Biokhim Mikrobiol,,0555-1099,Akademizdatcenter Nauka
18410284,Liver Int,10.1111/j.1478-3231.2008.01720.x,1478-3231,Wiley
17255222,Am J Trop Med Hyg,,0002-9637,American Society of Tropical Medicine and Hygiene
10961888,Blood,,0006-4971,American Society of Hematology
15232492,Med Sci Monit,,1234-1010,"International Scientific Information, Inc."
20942108,Nihon Rinsho,,0047-1852,
28557706,Folia Biol (Praha),,0015-5500,"Charles University in Prague, Karolinum Press"
11218674,Indian J Pathol Microbiol,,0377-4929,Medknow
23795467,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
19351504,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
12133382,Zhonghua Yan Ke Za Zhi,,0412-4081,
17684969,Ter Arkh,,0040-3660,Consilium Medicum
21733368,Zhonghua Fu Chan Ke Za Zhi,,0529-567X,
14702177,Histol Histopathol,10.14670/HH-19.105,0213-3911,
19947526,Radiats Biol Radioecol,,0869-8031,Akademizdatcenter Nauka
19238259,Acta Biochim Pol,,0001-527X,Frontiers Media SA
30942153,Cell Mol Biol (Noisy-le-grand),,1165-158X,CMB Association
17436535,J Environ Biol,,0254-8704,Triveni Enterprises
17974099,Res Commun Mol Pathol Pharmacol,,1078-0297,
31933727,Int J Clin Exp Pathol,,1936-2625,e-Century Publishing Corporation
15695797,J Nucl Med,,0161-5505,Society of Nuclear Medicine
16313723,Zhonghua Gan Zang Bing Za Zhi,,1007-3418,
17626739,Ai Zheng,,,
30550084,Klin Lab Diagn,10.18821/0869-2084-2018-63-1-4-15,0869-2084,EKOlab
12810658,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
10906770,J Clin Lab Anal,10.1002/1098-2825(2000)14:4&#x0003c;169::AID-JCLA6&#x0003e;3.0.CO;2-E,0887-8013,Wiley
11082759,Acta Otorhinolaryngol Belg,,0001-6497,
12097288,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
17949552,Clin Exp Rheumatol,,0392-856X,Clinical and Experimental Rheumatology
19320887,Wound Repair Regen,10.1111/j.1524-475X.2009.00460.x,1524-475X,Wiley
12216988,Int J Dev Biol,,0214-6282,UPV/EHU Press
15176889,Biotechnol Prog,10.1021/bp0342654,8756-7938,Wiley
21125977,Acta Cardiol,10.2143/AC.65.5.2056242,0001-5385,Informa UK Limited
10919641,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
26254356,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
16785855,Mol Vis,,1090-0535,
18819464,Ginekol Pol,,0017-0011,VM Media SP. zo.o VM Group SK
11598228,Plant Physiol,,0032-0889,Oxford University Press (OUP)
21117296,Mikrobiol Z,,1028-0987,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka)
36215477,Proc Natl Acad Sci U S A,10.1073/pnas.2213718119,1091-6490,Proceedings of the National Academy of Sciences
22830250,Fiziol Cheloveka,,0131-1646,Akademizdatcenter Nauka
30622225,Mol Cells,10.14348/molcells.2018.0377,0219-1032,Elsevier BV
20690544,Berl Munch Tierarztl Wochenschr,,0005-9366,
11490718,Urologiia,,1728-2985,Bionika Media
22932410,Zhonghua Bing Li Xue Za Zhi,10.3760/cma.j.issn.0529-5807.2012.06.010,0529-5807,
28535648,Zhonghua Zhong Liu Za Zhi,10.3760/cma.j.issn.0253-3766.2017.05.003,0253-3766,
20329381,Indian J Lepr,,0254-9395,
14521088,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
25720156,Sheng Wu Gong Cheng Xue Bao,,1000-3061,
22567979,Zh Evol Biokhim Fiziol,,0044-4529,Akademizdatcenter Nauka
15732762,Fiziol Zh (1994),,2522-9028,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka)
29202545,Acta Med Iran,,1735-9694,Knowledge E
17932440,Indian J Med Res,,0971-5916,Scientific Scholar
10905798,Int Angiol,,0392-9590,Edizioni Minerva Medica
15375562,Int J Oncol,,1019-6439,Spandidos Publications
26722030,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
15296087,Pharmazie,,0031-7144,
18719729,Biomedica,,0120-4157,Instituto Nacional de Salud (Colombia)
25076330,JOP,10.6092/1590-8577/2677,1590-8577,
25964952,J Proteolysis,,2331-6977,Journal of Pattern Recognition Research
12530079,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
22120742,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444911045033,1399-0047,International Union of Crystallography (IUCr)
16254447,J Mol Microbiol Biotechnol,10.1159/000088147,1464-1801,S. Karger AG
12154044,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
20700993,Rev Med Chir Soc Med Nat Iasi,,0048-7848,Grigore T. Popa University of Medicine and Pharmacy
25553707,Pak J Pharm Sci,,1011-601X,"Faculty of Pharmacy and Pharmaceutical Sciences, University of Karachi"
24322018,Rom J Morphol Embryol,,2066-8279,Societatea Romana de Morfologie
21866463,Pol J Pathol,,1233-9687,Termedia Sp. z.o.o.
18728384,Mol Cells,,1016-8478,Elsevier BV
35754228,Zhonghua Zhong Liu Za Zhi,10.3760/cma.j.cn112152-20211231-00986,0253-3766,
30078984,Mol Vis,,1090-0535,
16783873,FEBS Lett,,0014-5793,Wiley
11016635,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
14521056,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
15971604,Sheng Wu Gong Cheng Xue Bao,,1000-3061,
21061469,Am J Chin Med,10.1142/S0192415X1000855X,1793-6853,World Scientific Pub Co Pte Lt
